mpg,cylinders,displacement,weight,acceleration,model_year
0.062185145,-0.847773737,-0.76921749,-0.814803281,-0.022587642,-1.085858011
0.19028912,-0.847773737,-0.91828381,-0.995294525,0.525575873,-1.085858011
-0.065918829,-0.847773737,-0.923092401,-0.843301898,2.900951107,-1.085858011
-0.450230752,-0.847773737,-0.509553578,-0.660435769,1.439181732,-1.085858011
-0.322126778,-0.847773737,-0.682662853,-0.876550285,0.342854701,-1.085858011
-1.346958572,1.515896648,1.510054629,1.555331742,-1.301635845,-1.085858011
-1.218854598,1.515896648,1.990913726,1.687137848,-1.301635845,-1.085858011
-1.090750624,1.515896648,1.202304807,1.390277249,-0.75347233,-1.085858011
-1.218854598,1.515896648,1.519671811,1.383152594,-0.936193501,-1.085858011
-0.834542675,1.515896648,1.06766426,0.840491419,-1.484357017,-1.085858011
-1.603166521,1.515896648,2.269812002,1.981623562,-1.667078189,-1.085858011
-1.346958572,1.515896648,1.510054629,1.826068608,-0.75347233,-1.085858011
-1.475062547,1.515896648,1.510054629,1.771446258,-0.75347233,-1.085858011
-1.346958572,1.515896648,1.990913726,1.731073216,-1.118914673,-1.085858011
-0.578334726,-1.438691334,-1.182756314,-0.753056276,-0.75347233,-1.085858011
-1.090750624,1.515896648,1.06766426,1.101728746,-1.118914673,-1.085858011
-1.346958572,1.515896648,1.096515805,1.34634188,-0.570751158,-1.085858011
-1.346958572,1.515896648,1.048429896,1.579080589,0.160133529,-1.085858011
-1.218854598,1.515896648,1.202304807,1.32140559,-0.570751158,-1.085858011
-0.706438701,-0.847773737,-0.692280035,-0.037028511,-0.388029986,-1.085858011
-0.194022803,-0.847773737,-0.692280035,-0.538129203,0.891018217,-1.085858011
-0.322126778,-0.847773737,-0.701897217,0.017593839,1.439181732,-1.085858011
0.318393094,-0.847773737,-0.932709583,-0.920485654,0.891018217,-1.085858011
-0.194022803,-0.847773737,-0.682662853,-0.675872521,0.160133529,-1.085858011
0.574601043,-0.847773737,-0.923092401,-0.802928857,0.525575873,-1.085858011
-0.065918829,-0.847773737,-0.701897217,-0.544066415,-0.388029986,-1.085858011
0.574601043,-0.847773737,-0.91347522,-0.950171714,-0.205308814,-1.085858011
0.446497068,-0.847773737,-0.923092401,-1.026168027,0.342854701,-1.085858011
-1.346958572,1.515896648,1.510054629,1.348716765,-0.936193501,-0.81507387
-1.218854598,1.515896648,1.06766426,0.840491419,-1.484357017,-0.81507387
-1.346958572,1.515896648,1.510054629,1.215723216,-0.936193501,-0.81507387
-1.218854598,1.515896648,1.048429896,1.279845106,-0.388029986,-0.81507387
-1.090750624,1.515896648,1.202304807,0.965172871,-1.118914673,-0.81507387
-1.475062547,1.515896648,2.269812002,2.360417686,-1.484357017,-0.81507387
-1.346958572,1.515896648,1.990913726,1.780945797,-1.301635845,-0.81507387
-1.346958572,1.515896648,1.519671811,1.661014115,-0.936193501,-0.81507387
-1.218854598,1.515896648,1.202304807,1.511396373,-0.388029986,-0.81507387
-1.346958572,1.515896648,2.375601003,2.102742686,-1.667078189,-0.81507387
-1.475062547,1.515896648,2.519858732,2.359230244,-1.667078189,-0.81507387
-1.346958572,1.515896648,1.606226448,1.017420336,-1.667078189,-0.81507387
-0.706438701,0.334061455,0.307906887,0.186210659,0.342854701,-0.81507387
-0.962646649,0.334061455,0.548336435,0.372639115,0.891018217,-0.81507387
-0.706438701,0.334061455,0.37522716,-0.022779203,0.160133529,-0.81507387
-0.706438701,0.334061455,0.548336435,0.067466419,0.342854701,-0.81507387
-0.065918829,0.334061455,0.048242974,-0.071464341,0.160133529,-0.81507387
0.318393094,-0.847773737,-0.923092401,-1.204284387,1.987345248,-0.81507387
-1.603166521,1.515896648,1.990913726,2.413852594,-0.570751158,-0.81507387
-1.475062547,1.515896648,1.990913726,2.305795336,-1.118914673,-0.81507387
-1.346958572,1.515896648,1.606226448,2.006559852,-0.936193501,-0.81507387
-1.475062547,1.515896648,1.510054629,1.822506281,-1.118914673,-0.81507387
-0.706438701,0.334061455,0.37522716,-0.208020217,-0.205308814,-0.81507387
-0.450230752,-0.847773737,-0.923092401,-0.813615838,1.25646056,-0.81507387
-0.322126778,-0.847773737,-0.509553578,-0.668747866,1.439181732,-0.81507387
-0.194022803,-0.847773737,-0.8173034,-0.694871599,0.342854701,-0.81507387
-0.706438701,-1.438691334,-1.182756314,-0.99766941,-0.75347233,-0.81507387
-0.578334726,-0.847773737,-0.682662853,-0.776805124,1.073739389,-0.81507387
-0.322126778,0.334061455,-0.365295849,-0.584439456,-0.570751158,-0.81507387
0.318393094,-0.847773737,-0.91347522,-0.830240032,-0.022587642,-0.81507387
-1.090750624,1.515896648,1.510054629,1.327342802,-0.936193501,-0.81507387
-0.962646649,1.515896648,1.990913726,1.560081511,-2.215241704,-0.81507387
0.702705017,-0.847773737,-1.201990678,-1.302842106,1.439181732,-0.81507387
0.062185145,-0.847773737,-0.740365945,-0.957296368,-0.022587642,-0.81507387
-0.450230752,-0.847773737,-0.759600309,-0.453820793,-0.570751158,-0.81507387
-0.578334726,-0.847773737,-0.692280035,-0.114212267,-0.022587642,-0.81507387
-1.090750624,1.515896648,1.202304807,0.516319645,-1.667078189,-0.81507387
0.062185145,-0.847773737,-0.692280035,-0.361200286,-0.570751158,-0.81507387
-0.450230752,0.334061455,-0.355678667,-0.186646253,-0.75347233,-0.81507387
-1.603166521,1.515896648,1.510054629,0.83099188,-1.667078189,-0.81507387
-0.450230752,0.334061455,0.048242974,0.163649253,0.342854701,-0.54428973
-0.322126778,0.334061455,0.067477338,-0.10590017,0.525575873,-0.54428973
-0.578334726,0.334061455,0.37522716,-0.075026668,0.160133529,-0.54428973
-1.090750624,0.334061455,0.548336435,0.441510774,0.525575873,-0.54428973
0.958912966,-0.847773737,-1.096201676,-1.204284387,1.25646056,-0.54428973
0.318393094,-0.847773737,-0.682662853,-0.609375746,0.342854701,-0.54428973
1.08701694,-0.847773737,-1.173139132,-1.33965282,-0.022587642,-0.54428973
0.19028912,-0.847773737,-0.509553578,-0.501318488,0.525575873,-0.54428973
-0.962646649,0.334061455,0.548336435,0.96992264,0.525575873,-0.54428973
-0.962646649,0.334061455,0.62527389,0.792993723,0.891018217,-0.54428973
-0.706438701,0.334061455,0.307906887,0.770432318,0.342854701,-0.54428973
-0.962646649,1.515896648,1.048429896,1.397401903,-0.570751158,-0.54428973
-1.346958572,1.515896648,1.510054629,2.05999476,-0.388029986,-0.54428973
-1.218854598,1.515896648,1.202304807,1.7726337,-0.75347233,-0.54428973
-1.218854598,1.515896648,1.048429896,1.987560774,0.160133529,-0.54428973
-1.218854598,1.515896648,1.06766426,1.535145221,-0.022587642,-0.54428973
0.702705017,-0.847773737,-0.91347522,-0.884862382,0.342854701,-0.54428973
0.318393094,-0.847773737,-1.096201676,-1.188847636,-0.022587642,-0.54428973
0.318393094,-0.847773737,-0.923092401,-0.788679548,-0.388029986,-0.54428973
0.958912966,-0.847773737,-1.125053222,-1.561704548,0.342854701,-0.54428973
1.08701694,-0.847773737,-1.057732949,-1.14134994,1.25646056,-0.54428973
0.574601043,-0.847773737,-0.990412675,-0.996481967,-0.388029986,-0.54428973
0.062185145,-0.847773737,-0.990412675,-1.016668488,-0.022587642,-0.54428973
0.318393094,-0.847773737,-0.740365945,-0.852801438,-0.570751158,-0.54428973
0.062185145,-0.847773737,-0.701897217,-0.564252935,-0.205308814,-0.54428973
0.318393094,-0.847773737,-0.8173034,-0.68062229,-0.022587642,-0.54428973
0.958912966,-0.847773737,-1.096201676,-1.144912267,0.160133529,-0.54428973
-0.578334726,0.334061455,0.307906887,0.356014922,0.160133529,-0.273505589
-0.706438701,0.334061455,0.548336435,0.587566189,0.160133529,-0.273505589
-1.090750624,0.334061455,0.548336435,0.555505244,1.987345248,-0.273505589
-1.090750624,0.334061455,0.548336435,0.230146028,1.439181732,-0.273505589
-0.962646649,1.515896648,1.990913726,2.023184046,-1.484357017,-0.273505589
-1.090750624,1.515896648,1.510054629,1.752447179,-0.570751158,-0.273505589
-0.962646649,1.515896648,1.202304807,1.821318838,-0.388029986,-0.273505589
-1.218854598,1.515896648,1.519671811,2.010122179,-0.75347233,-0.273505589
-0.834542675,0.334061455,0.365609978,1.119540382,1.987345248,-0.273505589
-0.962646649,0.334061455,0.548336435,1.107665958,1.073739389,-0.273505589
-1.090750624,0.334061455,0.62527389,0.909363078,1.25646056,-0.273505589
-0.706438701,0.334061455,0.307906887,0.97467241,1.25646056,-0.273505589
-0.322126778,0.334061455,0.365609978,0.088840382,-0.205308814,-0.273505589
-0.450230752,1.515896648,0.663742618,0.304954899,-0.75347233,-0.273505589
-1.346958572,1.515896648,1.048429896,0.243207894,-1.301635845,-0.273505589
0.702705017,-0.847773737,-0.923092401,-0.941859617,0.160133529,-0.273505589
-0.065918829,-0.847773737,-0.509553578,-0.386136576,0.525575873,-0.273505589
-0.450230752,0.334061455,0.37522716,-0.059589917,0.160133529,-0.273505589
-0.065918829,-0.847773737,-0.509553578,-0.441946369,1.073739389,-0.273505589
0.062185145,-0.847773737,-0.56725667,-0.311327705,-0.75347233,-0.273505589
0.19028912,-0.847773737,-0.990412675,-0.880112613,0.342854701,-0.273505589
0.062185145,-0.847773737,-0.711514399,-0.497756161,0.525575873,-0.273505589
-0.706438701,0.334061455,-0.211420938,0.023531051,-0.388029986,-0.273505589
0.702705017,-0.847773737,-0.990412675,-1.219721138,-0.570751158,-0.273505589
-0.578334726,0.334061455,0.37522716,0.293080475,0.525575873,-0.273505589
-0.065918829,-0.847773737,-0.749983127,-0.320827244,-0.205308814,-0.273505589
-0.065918829,-0.847773737,-0.701897217,-0.008529894,0.525575873,-0.273505589
-0.194022803,-0.847773737,-0.692280035,-0.022779203,-0.388029986,-0.273505589
0.19028912,-0.847773737,-0.692280035,-0.348138419,-0.75347233,-0.273505589
1.215120914,-0.847773737,-0.980795493,-1.388337958,0.708297045,-0.273505589
0.574601043,-0.847773737,-0.826920582,-0.593938995,-0.022587642,-0.002721449
0.19028912,-0.847773737,-0.740365945,-0.88367494,0.489031639,-0.002721449
0.19028912,-0.847773737,-0.509553578,-0.465695216,-0.241853049,-0.002721449
0.318393094,-0.847773737,-0.91347522,-0.842114456,0.781385514,-0.002721449
0.446497068,-0.847773737,-0.884623674,-0.905048903,-0.095676111,-0.002721449
-0.770490688,1.515896648,1.077281442,1.48527264,-0.936193501,-0.002721449
-0.962646649,1.515896648,1.202304807,1.45558658,-0.936193501,-0.002721449
-1.026698636,1.515896648,1.06766426,1.184849714,-0.607295392,-0.002721449
-1.154802611,1.515896648,1.519671811,1.48527264,-1.00928197,-0.002721449
-0.194022803,0.334061455,0.307906887,0.319204207,-0.059131877,-0.002721449
-0.194022803,0.334061455,0.548336435,0.461697295,-0.388029986,-0.002721449
0.062185145,0.334061455,0.067477338,0.056779438,0.744841279,-0.002721449
-0.129970816,0.334061455,0.37522716,0.143462733,0.744841279,-0.002721449
0.702705017,-0.847773737,-1.038498585,-1.103351783,2.42587606,-0.002721449
0.126237132,-0.847773737,-0.91347522,-0.950171714,2.389331826,-0.002721449
0.702705017,-0.847773737,-0.990412675,-1.219721138,-0.497662689,-0.002721449
1.215120914,-0.847773737,-0.980795493,-1.388337958,0.671752811,-0.002721449
-0.450230752,0.334061455,0.307906887,0.815555129,0.781385514,-0.002721449
-0.706438701,0.334061455,0.548336435,0.724122064,1.987345248,-0.002721449
-0.642386713,0.334061455,0.548336435,0.808430474,0.233221998,-0.002721449
-0.770490688,0.334061455,0.62527389,0.271706511,0.817929748,-0.002721449
0.766757004,-0.847773737,-0.923092401,-1.352714686,-1.228547376,-0.002721449
1.08701694,-0.847773737,-1.038498585,-1.156786691,0.525575873,-0.002721449
0.574601043,-0.847773737,-0.923092401,-0.960858696,0.306310467,-0.002721449
0.382445081,-0.847773737,-0.509553578,-0.474007313,-0.716928095,-0.002721449
-0.450230752,-0.847773737,-0.605725398,0.220646488,0.050500826,-0.002721449
-1.346958572,1.515896648,1.202304807,1.158725981,-0.863105033,-0.002721449
-0.578334726,-0.847773737,-0.701897217,0.363139576,2.316243357,-0.002721449
-0.578334726,0.334061455,-0.355678667,-0.040590839,-0.022587642,-0.002721449
-0.898594662,0.334061455,-0.240272484,1.016232894,0.41594317,-0.002721449
-0.898594662,1.515896648,1.510054629,1.681200636,-1.265091611,-0.002721449
-1.346958572,1.515896648,1.510054629,1.295281857,-1.301635845,-0.002721449
-1.346958572,1.515896648,1.048429896,1.075605014,-0.205308814,-0.002721449
-1.346958572,1.515896648,1.202304807,0.939049138,-0.570751158,-0.002721449
1.022964953,-0.847773737,-0.91347522,-1.091477359,1.073739389,0.268062692
0.830808991,-0.847773737,-0.788451854,-0.960858696,-0.278397283,0.268062692
1.599432837,-0.847773737,-1.096201676,-1.352714686,1.110283623,0.268062692
0.254341107,-0.847773737,-0.682662853,-0.788679548,-0.022587642,0.268062692
1.279172901,-0.847773737,-1.038498585,-1.210221599,0.452487404,0.268062692
-0.770490688,1.515896648,1.077281442,1.087479438,-1.118914673,0.268062692
-0.834542675,1.515896648,0.644508254,1.301219069,1.25646056,0.268062692
-1.026698636,1.515896648,1.202304807,1.39621446,-0.680383861,0.268062692
-1.090750624,1.515896648,1.048429896,1.580268032,-0.241853049,0.268062692
-0.770490688,0.334061455,0.548336435,0.660000175,0.306310467,0.268062692
-0.386178765,0.334061455,0.365609978,0.547193147,0.489031639,0.268062692
-0.578334726,0.334061455,0.307906887,0.790618839,0.781385514,0.268062692
-0.642386713,0.334061455,0.548336435,0.665937387,1.25646056,0.268062692
-0.962646649,1.515896648,1.990913726,1.491209852,-1.630533954,0.268062692
-1.026698636,1.515896648,1.510054629,1.42590052,-1.520901251,0.268062692
-1.026698636,1.515896648,1.990913726,1.615891304,-1.228547376,0.268062692
-0.962646649,1.515896648,1.519671811,1.627765728,-0.388029986,0.268062692
0.702705017,-0.847773737,-0.923092401,-1.216158811,-0.388029986,0.268062692
0.126237132,-0.847773737,-0.403764577,-0.266204894,0.160133529,0.268062692
0.318393094,-0.847773737,-0.923092401,-0.830240032,0.964106686,0.268062692
0.254341107,-0.847773737,-0.509553578,-0.248393258,0.087045061,0.268062692
0.894860978,-0.847773737,-0.91347522,-1.084352705,0.525575873,0.268062692
1.279172901,-0.847773737,-0.91347522,-1.055854087,0.123589295,0.268062692
0.830808991,-0.847773737,-0.923092401,-1.162723903,0.306310467,0.268062692
0.894860978,-0.847773737,-0.923092401,-0.919298212,-0.534206923,0.268062692
-0.194022803,0.334061455,-0.451850487,-0.177146714,-0.388029986,0.268062692
-0.25807479,-0.847773737,-0.692280035,-0.432446829,-1.00928197,0.268062692
-0.25807479,-1.438691334,-1.086584494,-0.289953742,-0.75347233,0.268062692
2.508971055,-0.847773737,-0.990412675,-1.162723903,2.17006642,0.538846833
1.612243235,-0.847773737,-0.91347522,-1.382400746,-0.42457422,0.538846833
1.189500119,-0.847773737,-1.105818858,-1.162723903,1.402637498,0.538846833
2.03498635,-0.847773737,-1.038498585,-1.061791299,1.110283623,0.538846833
1.612243235,-0.847773737,-0.980795493,-1.382400746,0.306310467,0.538846833
-0.463041149,1.515896648,0.644508254,0.475946604,-0.022587642,0.538846833
-0.527093137,1.515896648,1.202304807,0.91530029,-0.863105033,0.538846833
-0.424609957,1.515896648,1.048429896,0.719372295,-1.00928197,0.538846833
-0.552713931,0.334061455,0.365609978,0.677811811,1.329549029,0.538846833
-0.386178765,0.334061455,0.067477338,0.2265837,0.964106686,0.538846833
-0.424609957,0.334061455,0.067477338,0.000969645,0.087045061,0.538846833
0.203099517,-0.847773737,-0.509553578,-0.289953742,-0.059131877,0.538846833
-0.386178765,0.334061455,0.307906887,0.553130359,0.598664342,0.538846833
-0.527093137,0.334061455,0.37522716,0.291893032,0.598664342,0.538846833
-0.373368367,0.334061455,0.365609978,0.49375824,0.087045061,0.538846833
-0.347747573,0.334061455,0.067477338,0.125651097,0.41594317,0.538846833
-0.629576316,0.334061455,0.307906887,0.778744415,1.146827857,0.538846833
-0.693628303,0.334061455,0.62527389,0.529381511,-0.16876458,0.538846833
-0.552713931,1.515896648,1.077281442,0.547193147,-0.863105033,0.538846833
-0.744869893,0.334061455,0.365609978,0.570941995,-0.790016564,0.538846833
-0.693628303,1.515896648,1.048429896,0.28595582,-1.59398972,0.538846833
-0.770490688,1.515896648,-0.451850487,1.324967917,-0.680383861,0.538846833
0.830808991,-0.847773737,-0.91347522,-0.960858696,0.342854701,0.538846833
0.510549055,-0.847773737,-0.56725667,-0.479944525,-0.497662689,0.538846833
0.472117863,-0.847773737,-0.711514399,-0.788679548,-0.314941517,0.538846833
0.946102568,-0.847773737,-0.846154946,-0.871800516,-0.388029986,0.538846833
-0.30931638,-0.847773737,-0.56725667,-0.533379433,-0.278397283,0.538846833
-0.040298034,-0.847773737,-0.451850487,-0.260267682,0.41594317,0.538846833
0.03656435,-0.847773737,-0.403764577,-0.129649018,0.744841279,0.538846833
0.049374748,-0.847773737,-0.711514399,-0.663998097,-0.241853049,0.538846833
-0.41179956,-0.256856141,-0.596108216,-0.159335078,0.123589295,0.538846833
-0.834542675,0.334061455,-0.288358394,0.208772064,-0.716928095,0.538846833
-0.245264393,-0.847773737,-0.692280035,-0.200895562,0.050500826,0.538846833
-0.937025854,0.334061455,-0.288358394,0.529381511,0.087045061,0.538846833
1.022964953,-0.847773737,-1.000029857,-1.156786691,-0.241853049,0.538846833
0.766757004,-0.847773737,-0.91347522,-0.984607544,0.379398936,0.538846833
-0.25807479,0.334061455,0.365609978,0.333453516,-0.059131877,0.809630973
-0.475851547,0.334061455,0.067477338,0.030655705,0.964106686,0.809630973
-0.155591611,-0.847773737,-0.451850487,-0.088088535,0.635208576,0.809630973
-0.424609957,0.334061455,0.37522716,0.357202364,0.964106686,0.809630973
-0.373368367,0.334061455,0.307906887,0.470009392,0.379398936,0.809630973
-0.834542675,1.515896648,1.077281442,1.039981742,-0.059131877,0.809630973
-0.75768029,1.515896648,1.048429896,-0.197926956,-0.790016564,0.809630973
-0.898594662,1.515896648,1.519671811,1.176537617,-0.863105033,0.809630973
-0.680817906,1.515896648,1.202304807,1.028107318,-0.132220345,0.809630973
-0.847353072,1.515896648,1.510054629,1.657451788,-0.241853049,0.809630973
-1.026698636,1.515896648,1.519671811,1.294094414,-0.461118455,0.809630973
-0.552713931,1.515896648,0.711828528,0.760932779,-0.205308814,0.809630973
-0.642386713,1.515896648,1.606226448,1.158725981,-0.936193501,0.809630973
1.074206543,-0.847773737,-1.000029857,-1.233970447,-0.570751158,0.809630973
1.356035286,-0.847773737,-1.028881403,-1.174598327,-0.132220345,0.809630973
1.561001645,-0.847773737,-0.91347522,-1.245844871,-0.42457422,0.809630973
0.497738658,-0.847773737,-0.692280035,-0.349325862,-0.205308814,0.809630973
0.241530709,-0.256856141,-0.096014755,0.671874599,1.658447138,0.809630973
-0.065918829,1.515896648,1.510054629,1.111228285,0.671752811,0.809630973
0.472117863,-0.847773737,-0.499936396,0.268144184,3.376026154,0.809630973
0.049374748,1.515896648,0.644508254,0.541255935,2.42587606,0.809630973
1.368845683,-0.847773737,-0.846154946,-0.907423788,-0.863105033,0.809630973
1.407276876,-0.847773737,-0.846154946,-0.966795908,-0.241853049,0.809630973
1.061396145,-0.847773737,-1.038498585,-1.121163419,1.329549029,0.809630973
1.765968004,-0.847773737,-0.980795493,-0.990544756,-0.314941517,0.809630973
0.625842632,-0.847773737,-0.403764577,-0.349325862,0.160133529,0.809630973
0.677084222,0.334061455,-0.192186574,-0.438384041,-1.557445486,0.809630973
0.420876273,0.334061455,-0.192186574,-0.31370259,-0.972737736,0.809630973
1.279172901,-0.847773737,-0.403764577,-0.484694295,-0.863105033,0.809630973
2.304004696,-0.847773737,-0.91347522,-0.973920562,-0.314941517,1.080415114
1.868451183,-0.847773737,-1.000029857,-1.182910424,1.183372092,1.080415114
1.099827337,-0.847773737,-0.91347522,-1.002419179,-0.022587642,1.080415114
1.753157606,-0.847773737,-1.028881403,-1.122350861,0.306310467,1.080415114
0.574601043,-0.847773737,-0.403764577,-0.339826322,0.342854701,1.080415114
0.369634684,-0.847773737,-0.509553578,-0.111837382,0.927562451,1.080415114
0.100616338,-0.847773737,-0.403764577,0.046092456,1.658447138,1.080415114
-0.565524329,0.334061455,0.307906887,0.494945682,1.146827857,1.080415114
1.381656081,-0.847773737,-0.923092401,-0.921673097,0.087045061,1.080415114
0.805188196,-0.847773737,-0.56725667,-0.300640723,-0.022587642,1.080415114
0.997344158,-0.847773737,-0.701897217,-0.501318488,0.708297045,1.080415114
1.727536812,-0.847773737,-0.711514399,-0.629562267,-0.205308814,1.080415114
1.112637735,-0.847773737,-0.8173034,-0.830240032,-0.132220345,1.080415114
2.957334965,-0.847773737,-1.028881403,-1.014293603,0.854473982,1.080415114
0.561790645,-0.847773737,-0.355678667,-0.19495835,-0.42457422,1.080415114
2.214331914,-0.847773737,-1.038498585,-1.014293603,1.329549029,1.080415114
2.662695824,-0.847773737,-0.990412675,-1.043979663,2.243154888,1.080415114
2.547402247,-0.847773737,-0.990412675,-0.747119064,2.974039576,1.080415114
1.650674427,-0.256856141,-0.692280035,-0.016841991,1.58535867,1.080415114
0.830808991,-0.847773737,-0.451850487,0.339390728,2.279699123,1.080415114
2.701127017,-0.847773737,-0.980795493,-1.323028626,-0.643839627,1.080415114
2.227142312,-0.847773737,-1.038498585,-1.340840262,0.635208576,1.080415114
1.317604094,-0.847773737,-0.923092401,-0.97273312,0.891018217,1.080415114
0.805188196,-0.847773737,-1.000029857,-1.328965838,-0.095676111,1.080415114
1.176689722,0.334061455,-0.240272484,-0.064339687,-1.520901251,1.080415114
0.023753953,-1.438691334,-1.182756314,-0.646186461,-1.118914673,1.080415114
1.471328863,-0.847773737,-0.682662853,-0.551191069,-0.16876458,1.080415114
0.010943556,-0.847773737,-0.509553578,-0.070276899,-0.461118455,1.080415114
1.13825853,-0.847773737,-0.826920582,-0.800553972,0.525575873,1.080415114
0.472117863,-0.847773737,-0.557639488,-0.563065493,0.050500826,1.351199254
0.395255479,-0.847773737,-0.403764577,-0.390886346,0.306310467,1.351199254
0.292772299,-0.847773737,-0.355678667,-0.408697981,-0.42457422,1.351199254
-0.001866842,0.334061455,-0.192186574,-0.28401653,-1.082370439,1.351199254
0.830808991,-0.847773737,-0.557639488,-0.687746945,-0.972737736,1.351199254
1.996555158,-0.847773737,-1.096201676,-1.435835654,0.489031639,1.351199254
1.98374476,-0.847773737,-1.028881403,-1.293342566,0.306310467,1.351199254
1.48413926,-0.847773737,-1.076967312,-1.429898442,0.196677764,1.351199254
1.125448132,-0.847773737,-0.923092401,-1.067728511,0.817929748,1.351199254
1.727536812,-0.847773737,-1.038498585,-1.174598327,1.402637498,1.351199254
1.817209594,-0.847773737,-1.000029857,-1.085540147,0.635208576,1.351199254
1.356035286,-0.847773737,-0.980795493,-1.162723903,0.160133529,1.351199254
1.432897671,-0.847773737,-0.846154946,-0.889612152,-0.241853049,1.351199254
1.394466478,-0.847773737,-0.91347522,-1.091477359,0.233221998,1.351199254
0.817998594,-0.847773737,-0.91347522,-0.693684156,1.877712545,1.351199254
1.215120914,-0.847773737,-0.846154946,-0.919298212,-0.497662689,1.351199254
