mpg,cylinders,displacement,weight,acceleration,model_year
0.106382979,1,0.73126615,0.779699461,0.297619048,0.25
0.132978723,1,0.645994832,0.74397505,0.386904762,0.25
0.106382979,1,0.96124031,0.885171534,0.178571429,0.25
0.079787234,1,1,0.946413382,0.178571429,0.25
0.106382979,1,0.754521964,0.626027786,0.178571429,0.25
0.239361702,0.6,0.405684755,0.427558832,0.505952381,0.25
0.186170213,0.6,0.470284238,0.472072583,0.595238095,0.25
0.239361702,0.6,0.42377261,0.377658066,0.476190476,0.25
0.239361702,0.6,0.470284238,0.399206124,0.505952381,0.25
0.372340426,0.6,0.335917313,0.366033456,0.476190476,0.25
0.45212766,0.2,0.074935401,0.095548625,0.773809524,0.25
0.053191489,1,0.857881137,0.959455628,0.357142857,0.25
0.079787234,1,0.857881137,0.933654664,0.267857143,0.25
0.106382979,1,0.754521964,0.862205841,0.297619048,0.25
0.079787234,1,0.728682171,0.818259144,0.267857143,0.25
0.239361702,0.6,0.42377261,0.333427842,0.416666667,0.25
0.292553191,0.2,0.074935401,0.188829033,0.654761905,0.25
0.319148936,0.2,0.186046512,0.223419337,0.68452381,0.25
0.345744681,0.2,0.103359173,0.217181741,0.505952381,0.25
0.239361702,0,0.005167959,0.144882336,0.327380952,0.25
0.265957447,0.2,0.139534884,0.197618373,0.625,0.25
0.319148936,0.6,0.224806202,0.243549759,0.357142857,0.25
0.45212766,0.2,0.07751938,0.184859654,0.446428571,0.25
0.159574468,1,0.728682171,0.700028353,0.297619048,0.25
0.186170213,1,0.857881137,0.75559966,0.089285714,0.25
0.531914894,0.2,0,0.072015878,0.68452381,0.25
0.39893617,0.2,0.124031008,0.154522257,0.446428571,0.25
0.292553191,0.2,0.118863049,0.274737737,0.357142857,0.25
0.265957447,0.2,0.136950904,0.355826481,0.446428571,0.25
0.159574468,1,0.645994832,0.506379359,0.178571429,0.25
0.39893617,0.2,0.136950904,0.296852849,0.357142857,0.25
0.292553191,0.6,0.227390181,0.33853133,0.327380952,0.25
0.053191489,1,0.728682171,0.581514035,0.178571429,0.25
0.292553191,0.6,0.335917313,0.422171817,0.505952381,0.333333333
0.319148936,0.6,0.341085271,0.357811171,0.535714286,0.333333333
0.265957447,0.6,0.42377261,0.365182875,0.476190476,0.333333333
0.159574468,0.6,0.470284238,0.488517153,0.535714286,0.333333333
0.585106383,0.2,0.028423773,0.095548625,0.654761905,0.333333333
0.45212766,0.2,0.139534884,0.23759569,0.505952381,0.333333333
0.611702128,0.2,0.007751938,0.063226538,0.446428571,0.333333333
0.425531915,0.2,0.186046512,0.263396654,0.535714286,0.333333333
0.186170213,0.6,0.470284238,0.614686703,0.535714286,0.333333333
0.186170213,0.6,0.490956072,0.572441168,0.595238095,0.333333333
0.239361702,0.6,0.405684755,0.567054154,0.505952381,0.333333333
0.186170213,1,0.604651163,0.71675645,0.357142857,0.333333333
0.106382979,1,0.728682171,0.874964559,0.386904762,0.333333333
0.132978723,1,0.645994832,0.806351007,0.327380952,0.333333333
0.132978723,1,0.604651163,0.857669407,0.476190476,0.333333333
0.132978723,1,0.609819121,0.749645591,0.446428571,0.333333333
0.531914894,0.2,0.07751938,0.171817409,0.505952381,0.333333333
0.45212766,0.2,0.028423773,0.099234477,0.446428571,0.333333333
0.45212766,0.2,0.074935401,0.194783102,0.386904762,0.333333333
0.585106383,0.2,0.020671835,0.010206975,0.505952381,0.333333333
0.611702128,0.2,0.03875969,0.11057556,0.654761905,0.333333333
0.505319149,0.2,0.056847545,0.145165863,0.386904762,0.333333333
0.39893617,0.2,0.056847545,0.140345903,0.446428571,0.333333333
0.45212766,0.2,0.124031008,0.17947264,0.357142857,0.333333333
0.39893617,0.2,0.134366925,0.248369719,0.416666667,0.333333333
0.45212766,0.2,0.103359173,0.220584066,0.446428571,0.333333333
0.585106383,0.2,0.028423773,0.109724979,0.476190476,0.333333333
0.265957447,0.6,0.405684755,0.468103204,0.476190476,0.416666667
0.239361702,0.6,0.470284238,0.523390984,0.476190476,0.416666667
0.159574468,0.6,0.470284238,0.515735753,0.773809524,0.416666667
0.159574468,0.6,0.470284238,0.438049334,0.68452381,0.416666667
0.186170213,1,0.857881137,0.86617522,0.208333333,0.416666667
0.159574468,1,0.728682171,0.801531046,0.357142857,0.416666667
0.186170213,1,0.645994832,0.817975617,0.386904762,0.416666667
0.132978723,1,0.73126615,0.863056422,0.327380952,0.416666667
0.212765957,0.6,0.42118863,0.650411114,0.773809524,0.416666667
0.186170213,0.6,0.470284238,0.647575843,0.625,0.416666667
0.159574468,0.6,0.490956072,0.600226822,0.654761905,0.416666667
0.239361702,0.6,0.405684755,0.615820811,0.654761905,0.416666667
0.319148936,0.6,0.42118863,0.404309612,0.416666667,0.416666667
0.292553191,1,0.50129199,0.45591154,0.327380952,0.416666667
0.106382979,1,0.604651163,0.441168132,0.238095238,0.416666667
0.531914894,0.2,0.074935401,0.158208109,0.476190476,0.416666667
0.372340426,0.2,0.186046512,0.290898781,0.535714286,0.416666667
0.292553191,0.6,0.42377261,0.368868727,0.476190476,0.416666667
0.372340426,0.2,0.186046512,0.277573008,0.625,0.416666667
0.39893617,0.2,0.170542636,0.308760987,0.327380952,0.416666667
0.425531915,0.2,0.056847545,0.172951517,0.505952381,0.416666667
0.39893617,0.2,0.131782946,0.264247236,0.535714286,0.416666667
0.239361702,0.6,0.266149871,0.388715622,0.386904762,0.416666667
0.531914894,0.2,0.056847545,0.091862773,0.357142857,0.416666667
0.265957447,0.6,0.42377261,0.453076269,0.535714286,0.416666667
0.372340426,0.2,0.121447028,0.30649277,0.416666667,0.416666667
0.372340426,0.2,0.134366925,0.381060391,0.535714286,0.416666667
0.345744681,0.2,0.136950904,0.377658066,0.386904762,0.416666667
0.425531915,0.2,0.136950904,0.299971647,0.327380952,0.416666667
0.638297872,0.2,0.059431525,0.051601928,0.56547619,0.416666667
0.505319149,0.2,0.100775194,0.241281542,0.446428571,0.5
0.425531915,0.2,0.124031008,0.172100936,0.529761905,0.5
0.425531915,0.2,0.186046512,0.271902467,0.410714286,0.5
0.45212766,0.2,0.07751938,0.182024383,0.577380952,0.5
0.478723404,0.2,0.085271318,0.166997448,0.43452381,0.5
0.22606383,1,0.612403101,0.737737454,0.297619048,0.5
0.186170213,1,0.645994832,0.730649277,0.297619048,0.5
0.17287234,1,0.609819121,0.666005103,0.351190476,0.5
0.146276596,1,0.73126615,0.737737454,0.285714286,0.5
0.345744681,0.6,0.405684755,0.459313864,0.44047619,0.5
0.345744681,0.6,0.470284238,0.493337114,0.386904762,0.5
0.39893617,0.6,0.341085271,0.39665438,0.571428571,0.5
0.359042553,0.6,0.42377261,0.417351857,0.571428571,0.5
0.531914894,0.2,0.043927649,0.119648426,0.845238095,0.5
0.412234043,0.2,0.07751938,0.156223419,0.839285714,0.5
0.531914894,0.2,0.056847545,0.091862773,0.369047619,0.5
0.638297872,0.2,0.059431525,0.051601928,0.55952381,0.5
0.292553191,0.6,0.405684755,0.577828183,0.577380952,0.5
0.239361702,0.6,0.470284238,0.555996598,0.773809524,0.5
0.252659574,0.6,0.470284238,0.57612702,0.488095238,0.5
0.22606383,0.6,0.490956072,0.447972781,0.583333333,0.5
0.545212766,0.2,0.074935401,0.06010774,0.25,0.5
0.611702128,0.2,0.043927649,0.106889708,0.535714286,0.5
0.505319149,0.2,0.074935401,0.153671676,0.5,0.5
0.465425532,0.2,0.186046512,0.269917777,0.333333333,0.5
0.292553191,0.2,0.160206718,0.435781117,0.458333333,0.5
0.106382979,1,0.645994832,0.659767508,0.30952381,0.5
0.265957447,0.2,0.134366925,0.469804366,0.827380952,0.5
0.265957447,0.6,0.227390181,0.37340516,0.446428571,0.5
0.199468085,0.6,0.258397933,0.625744259,0.517857143,0.5
0.199468085,1,0.728682171,0.784519422,0.244047619,0.5
0.106382979,1,0.728682171,0.692373122,0.238095238,0.5
0.106382979,1,0.604651163,0.639920612,0.416666667,0.5
0.106382979,1,0.645994832,0.607314999,0.357142857,0.5
0.598404255,0.2,0.07751938,0.122483697,0.625,0.583333333
0.558510638,0.2,0.111111111,0.153671676,0.404761905,0.583333333
0.718085106,0.2,0.028423773,0.06010774,0.630952381,0.583333333
0.438829787,0.2,0.139534884,0.194783102,0.446428571,0.583333333
0.651595745,0.2,0.043927649,0.09413099,0.523809524,0.583333333
0.22606383,1,0.612403101,0.642755883,0.267857143,0.583333333
0.212765957,1,0.496124031,0.693790757,0.654761905,0.583333333
0.17287234,1,0.645994832,0.716472923,0.339285714,0.583333333
0.159574468,1,0.604651163,0.76041962,0.410714286,0.583333333
0.22606383,0.6,0.470284238,0.540686136,0.5,0.583333333
0.305851064,0.6,0.42118863,0.513751063,0.529761905,0.583333333
0.265957447,0.6,0.405684755,0.571874114,0.577380952,0.583333333
0.252659574,0.6,0.470284238,0.542103771,0.654761905,0.583333333
0.186170213,1,0.857881137,0.739155089,0.18452381,0.583333333
0.17287234,1,0.728682171,0.7235611,0.202380952,0.583333333
0.17287234,1,0.857881137,0.768925432,0.25,0.583333333
0.186170213,1,0.73126615,0.771760703,0.386904762,0.583333333
0.531914894,0.2,0.074935401,0.092713354,0.386904762,0.583333333
0.412234043,0.2,0.214470284,0.319535016,0.476190476,0.583333333
0.45212766,0.2,0.074935401,0.184859654,0.607142857,0.583333333
0.438829787,0.2,0.186046512,0.323787922,0.464285714,0.583333333
0.571808511,0.2,0.07751938,0.12418486,0.535714286,0.583333333
0.651595745,0.2,0.07751938,0.130989509,0.470238095,0.583333333
0.558510638,0.2,0.074935401,0.105472073,0.5,0.583333333
0.571808511,0.2,0.074935401,0.163595123,0.363095238,0.583333333
0.345744681,0.6,0.201550388,0.340799546,0.386904762,0.583333333
0.332446809,0.2,0.136950904,0.279841225,0.285714286,0.583333333
0.332446809,0,0.031007752,0.313864474,0.327380952,0.583333333
0.906914894,0.2,0.056847545,0.105472073,0.803571429,0.666666667
0.720744681,0.2,0.07751938,0.053019563,0.380952381,0.666666667
0.632978723,0.2,0.025839793,0.105472073,0.678571429,0.666666667
0.808510638,0.2,0.043927649,0.129571874,0.630952381,0.666666667
0.720744681,0.2,0.059431525,0.053019563,0.5,0.666666667
0.289893617,1,0.496124031,0.496739439,0.446428571,0.666666667
0.276595745,1,0.645994832,0.601644457,0.30952381,0.666666667
0.29787234,1,0.604651163,0.554862489,0.285714286,0.666666667
0.271276596,0.6,0.42118863,0.544939042,0.666666667,0.666666667
0.305851064,0.6,0.341085271,0.437198752,0.607142857,0.666666667
0.29787234,0.6,0.341085271,0.383328608,0.464285714,0.666666667
0.428191489,0.2,0.186046512,0.313864474,0.44047619,0.666666667
0.305851064,0.6,0.405684755,0.515168699,0.547619048,0.666666667
0.276595745,0.6,0.42377261,0.452792742,0.547619048,0.666666667
0.308510638,0.6,0.42118863,0.500992345,0.464285714,0.666666667
0.313829787,0.6,0.341085271,0.413098951,0.517857143,0.666666667
0.255319149,0.6,0.405684755,0.569038843,0.636904762,0.666666667
0.242021277,0.6,0.490956072,0.509498157,0.422619048,0.666666667
0.271276596,1,0.612403101,0.513751063,0.30952381,0.666666667
0.231382979,0.6,0.42118863,0.519421605,0.321428571,0.666666667
0.242021277,1,0.604651163,0.451375106,0.19047619,0.666666667
0.22606383,1,0.201550388,0.699461299,0.339285714,0.666666667
0.558510638,0.2,0.07751938,0.153671676,0.505952381,0.666666667
0.492021277,0.2,0.170542636,0.268500142,0.369047619,0.666666667
0.484042553,0.2,0.131782946,0.194783102,0.398809524,0.666666667
0.582446809,0.2,0.095607235,0.174936206,0.386904762,0.666666667
0.321808511,0.2,0.170542636,0.255741423,0.404761905,0.666666667
0.377659574,0.2,0.201550388,0.320952651,0.517857143,0.666666667
0.393617021,0.2,0.214470284,0.352140629,0.571428571,0.666666667
0.396276596,0.2,0.131782946,0.224553445,0.410714286,0.666666667
0.300531915,0.4,0.162790698,0.345052453,0.470238095,0.666666667
0.212765957,0.6,0.245478036,0.432945846,0.333333333,0.666666667
0.335106383,0.2,0.136950904,0.335129005,0.458333333,0.666666667
0.191489362,0.6,0.245478036,0.509498157,0.464285714,0.666666667
0.598404255,0.2,0.054263566,0.106889708,0.410714286,0.666666667
0.545212766,0.2,0.07751938,0.148001134,0.511904762,0.666666667
0.332446809,0.6,0.42118863,0.462716189,0.44047619,0.75
0.287234043,0.6,0.341085271,0.390416785,0.607142857,0.75
0.353723404,0.2,0.201550388,0.362064077,0.553571429,0.75
0.29787234,0.6,0.42377261,0.468386731,0.607142857,0.75
0.308510638,0.6,0.405684755,0.495321803,0.511904762,0.75
0.212765957,1,0.612403101,0.6314148,0.44047619,0.75
0.228723404,1,0.604651163,0.335837823,0.321428571,0.75
0.199468085,1,0.73126615,0.664020414,0.30952381,0.75
0.244680851,1,0.645994832,0.628579529,0.428571429,0.75
0.210106383,1,0.728682171,0.77884888,0.410714286,0.75
0.17287234,1,0.73126615,0.692089595,0.375,0.75
0.271276596,1,0.514211886,0.564785937,0.416666667,0.75
0.252659574,1,0.754521964,0.659767508,0.297619048,0.75
0.609042553,0.2,0.054263566,0.088460448,0.357142857,0.75
0.667553191,0.2,0.046511628,0.102636802,0.428571429,0.75
0.710106383,0.2,0.07751938,0.085625177,0.380952381,0.75
0.489361702,0.2,0.136950904,0.29968812,0.416666667,0.75
0.436170213,0.4,0.297157623,0.543521406,0.720238095,0.75
0.372340426,1,0.728682171,0.648426425,0.55952381,0.75
0.484042553,0.2,0.188630491,0.4471222,1,0.75
0.396276596,1,0.496124031,0.512333428,0.845238095,0.75
0.670212766,0.2,0.095607235,0.166430394,0.30952381,0.75
0.678191489,0.2,0.095607235,0.15225404,0.410714286,0.75
0.606382979,0.2,0.043927649,0.11539552,0.666666667,0.75
0.752659574,0.2,0.059431525,0.146583499,0.398809524,0.75
0.515957447,0.2,0.214470284,0.29968812,0.476190476,0.75
0.526595745,0.6,0.271317829,0.278423589,0.196428571,0.75
0.473404255,0.6,0.271317829,0.308193933,0.291666667,0.75
0.651595745,0.2,0.214470284,0.267366033,0.30952381,0.75
0.864361702,0.2,0.07751938,0.150552878,0.398809524,0.833333333
0.77393617,0.2,0.054263566,0.100652112,0.642857143,0.833333333
0.614361702,0.2,0.07751938,0.143748228,0.446428571,0.833333333
0.75,0.2,0.046511628,0.115111993,0.5,0.833333333
0.505319149,0.2,0.214470284,0.301956337,0.505952381,0.833333333
0.462765957,0.2,0.186046512,0.356393536,0.601190476,0.833333333
0.406914894,0.2,0.214470284,0.394102637,0.720238095,0.833333333
0.268617021,0.6,0.405684755,0.501275872,0.636904762,0.833333333
0.67287234,0.2,0.074935401,0.163028069,0.464285714,0.833333333
0.553191489,0.2,0.170542636,0.31131273,0.446428571,0.833333333
0.593085106,0.2,0.134366925,0.263396654,0.56547619,0.833333333
0.744680851,0.2,0.131782946,0.23277573,0.416666667,0.833333333
0.617021277,0.2,0.103359173,0.184859654,0.428571429,0.833333333
1,0.2,0.046511628,0.140912957,0.589285714,0.833333333
0.502659574,0.2,0.227390181,0.33654664,0.380952381,0.833333333
0.845744681,0.2,0.043927649,0.140912957,0.666666667,0.833333333
0.938829787,0.2,0.056847545,0.13382478,0.81547619,0.833333333
0.914893617,0.2,0.056847545,0.204706549,0.93452381,0.833333333
0.728723404,0.4,0.136950904,0.379075702,0.708333333,0.833333333
0.558510638,0.2,0.201550388,0.464133825,0.821428571,0.833333333
0.946808511,0.2,0.059431525,0.067195917,0.345238095,0.833333333
0.848404255,0.2,0.043927649,0.062943011,0.553571429,0.833333333
0.659574468,0.2,0.074935401,0.150836405,0.595238095,0.833333333
0.553191489,0.2,0.054263566,0.065778282,0.43452381,0.833333333
0.630319149,0.6,0.258397933,0.367734619,0.202380952,0.833333333
0.390957447,0,0.005167959,0.228806351,0.267857143,0.833333333
0.691489362,0.2,0.139534884,0.251488517,0.422619048,0.833333333
0.388297872,0.2,0.186046512,0.366316983,0.375,0.833333333
0.622340426,0.2,0.100775194,0.191947831,0.535714286,0.833333333
0.484042553,0.2,0.173126615,0.248653246,0.458333333,0.916666667
0.468085106,0.2,0.214470284,0.289764673,0.5,0.916666667
0.446808511,0.2,0.227390181,0.285511766,0.380952381,0.916666667
0.385638298,0.6,0.271317829,0.315282109,0.273809524,0.916666667
0.558510638,0.2,0.173126615,0.218882903,0.291666667,0.916666667
0.800531915,0.2,0.028423773,0.040260845,0.529761905,0.916666667
0.79787234,0.2,0.046511628,0.074284094,0.5,0.916666667
0.694148936,0.2,0.033591731,0.04167848,0.482142857,0.916666667
0.619680851,0.2,0.074935401,0.128154239,0.583333333,0.916666667
0.744680851,0.2,0.043927649,0.102636802,0.678571429,0.916666667
0.763297872,0.2,0.054263566,0.123901333,0.553571429,0.916666667
0.667553191,0.2,0.059431525,0.105472073,0.476190476,0.916666667
0.683510638,0.2,0.095607235,0.1706833,0.410714286,0.916666667
0.675531915,0.2,0.07751938,0.122483697,0.488095238,0.916666667
0.555851064,0.2,0.07751938,0.217465268,0.755952381,0.916666667
0.638297872,0.2,0.095607235,0.163595123,0.369047619,0.916666667
0.678191489,0.2,0.082687339,0.200453643,0.464285714,0.916666667
0.656914894,0.2,0.100775194,0.169265665,0.380952381,0.916666667
0.622340426,0.2,0.103359173,0.208959456,0.523809524,0.916666667
0.635638298,0.2,0.131782946,0.284094131,0.404761905,0.916666667
0.60106383,0.2,0.134366925,0.289764673,0.613095238,0.916666667
0.507978723,0.2,0.188630491,0.458463283,0.738095238,0.916666667
0.57712766,0.6,0.198966408,0.438616388,0.69047619,0.916666667
0.436170213,0.6,0.258397933,0.364899348,0.273809524,0.916666667
0.404255319,0.6,0.201550388,0.37340516,0.345238095,0.916666667
0.356382979,0.6,0.42118863,0.510915792,0.464285714,0.916666667
0.468085106,1,0.728682171,0.598809186,0.654761905,0.916666667
0.29787234,0.6,0.341085271,0.41026368,0.541666667,0.916666667
0.228723404,0.6,0.405684755,0.525092146,0.511904762,0.916666667
0.505319149,0.2,0.11369509,0.28125886,0.69047619,1
0.478723404,0.2,0.11369509,0.291182308,0.630952381,1
0.664893617,0.2,0.11369509,0.221718174,0.595238095,1
0.585106383,0.2,0.11369509,0.272753048,0.488095238,1
0.531914894,0.2,0.173126615,0.258576694,0.476190476,1
0.478723404,0.2,0.214470284,0.31811738,0.595238095,1
0.39893617,0.2,0.186046512,0.3549759,0.5,1
0.372340426,0.2,0.214470284,0.403175503,0.744047619,1
0.718085106,0.2,0.095607235,0.104054437,0.43452381,1
0.744680851,0.2,0.059431525,0.116813156,0.607142857,1
0.585106383,0.2,0.059431525,0.101219166,0.571428571,1
0.771276596,0.2,0.095607235,0.145165863,0.398809524,1
0.718085106,0.2,0.07751938,0.145165863,0.553571429,1
0.718085106,0.2,0.134366925,0.155089311,0.386904762,1
0.718085106,0.2,0.100775194,0.167848029,0.386904762,1
0.664893617,0.2,0.103359173,0.179189113,0.529761905,1
0.771276596,0.2,0.059431525,0.099801531,0.416666667,1
0.611702128,0.2,0.059431525,0.099801531,0.458333333,1
0.771276596,0.2,0.059431525,0.108307343,0.488095238,1
0.425531915,0.6,0.291989664,0.377658066,0.5,1
0.771276596,0.6,0.50129199,0.397504962,0.535714286,1
0.45212766,0.2,0.227390181,0.275588319,0.386904762,1
0.345744681,0.6,0.42377261,0.346470088,0.398809524,1
0.611702128,0.2,0.196382429,0.298270485,0.351190476,1
0.718085106,0.2,0.173126615,0.214629997,0.297619048,1
0.478723404,0.2,0.214470284,0.379075702,0.553571429,1
0.478723404,0.2,0.186046512,0.333711369,0.452380952,1
0.930851064,0.2,0.074935401,0.146583499,0.988095238,1
0.611702128,0.2,0.173126615,0.193365466,0.214285714,1
0.505319149,0.2,0.134366925,0.286929402,0.630952381,1
0.585106383,0.2,0.131782946,0.313864474,0.678571429,1
